_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,helpfulness_gold,no,review,review_en
2904680208,FALSE,finalized,3,12/23/2020 5:54:35,somewhat_helpful,0.6667,,166449,“فندق صغير بخدمات محدودة”. حجم الغرفة والسرير خدمة الغرف سريعة. مواقف السيارات محدودةتسجيل الدخول والخروج يستغرق وقت طويلنظافة الغرفة وقت الاستلام سيئة مقابس الانارة محدودة وبعيدة عن منتصف الغرفة حصلت على وجبة غداء سيئة جداً ازعاج الشارع بالقرب من مشروع المترو,"""Small Hotel limited services."" Room size bed and fast room service. Parking Mahdodhtsgel entry and exit will take time Tuillenzafh room time receiving bad lighting sockets limited and far from the middle of the room I got a very bad lunch annoyed the street near the metro project"
2904680209,FALSE,finalized,3,12/23/2020 5:54:35,helpful,1,,448,“يستاهل النجوم الخمس”. تعامل طاقم الإستقبال ومبادرتهم بإعطاء عروض وخصومات أيضاً الهدوء والسعر.,"""Deserves five stars."" Treated the reception staff and their initiative by giving offers and discounts are also quiet and price."
2904680210,FALSE,finalized,3,12/23/2020 5:55:07,helpful,1,,179590,“فندق نظيف وهادي والخدمة ممتازة”. النظافة والموقع والتصميم. المواقف,"""Clean hotel and Hadi excellent service."" Cleanliness, location and design. Attitudes"
2904680211,FALSE,finalized,3,12/23/2020 5:55:07,unrelated,0.3333,,117470,“ممتاز”. كل شي. لا شي أعتقد,"""Excellent"". everything. Nothing I think"
2904680212,FALSE,finalized,3,12/23/2020 5:55:07,somewhat_helpful,0.6667,,94445,جيد. . السرير غير مريح ايضا من المفترض يكون مزدوج بدلا من منفصل كذلك موقف السيارات الدخول والخروج,good. . The bed is uncomfortable also supposed to be a double instead of a separate car park as well as entry and exit
2904680213,FALSE,finalized,3,12/23/2020 5:55:07,somewhat_helpful,0.6667,,52884,مقبول. غرفه ضيقه جدا. الدولاب لا يستوعب اي شيء و باب الغرفة يمنعك من استخدامه Wi fi ضعيف.,Acceptable. Very narrow room. The wheel does not understand anything and the room door prevents you from using Wi fi is weak.
2904680214,FALSE,finalized,3,12/23/2020 5:55:46,helpful,1,,128681,"جيد جداً. تعامل موظفين الفندق جدا"" ممتاز ومتعاونين ، تلبية الطلبات جدا"" بسرعة..العامل المتواجد بالمطعم لعمل وجبة البيض جدا"" بشوش ومتعاون ويشررح الصدر ، أول مرة أشوف موظف بهذي الطريقة . الواي فاي غير متواجد ، صالة الطعام كانت جدا"" مزحومة بسبب قلة الموظفين وكثرة تواجد الأطفال مما سبب إزعاج وقلة نظافة مع تنظيم..المناشف الصغيرة في دورة الأيام كانت غير نظيفة..","very good. Treated the hotel staff is very ""excellent and polite, meet the very demands"" Bsrah..aml, who is the restaurant to make a meal very white ""jovial, cooperative and Icherrah al-Sadr, the first time Aschoff employee failed continent go way. Wi-Fi is, the dining hall was very"" Mzhomh due to lack of staff and frequent the presence of children, causing inconvenience and lack of cleanliness with small Tnzim..almnashv days in the cycle was not clean .."
2904680215,FALSE,finalized,3,12/23/2020 5:55:46,helpful,0.6667,,97649,استثنائي. الهدوء والنظافة وسرعة الانجاز للدخول. لا يوجد خدمة استقبال السيارة المستأجر هو من يركن سيارته,"Exceptional. Calm, cleanliness and fast delivery to enter. No service car tenant is receiving from parking his car"
2904680216,FALSE,finalized,3,12/23/2020 5:55:46,helpful,1,,16213,“ممتاز”. صراحة روعه وجدا ممتاز وقريب جدا من الراشد مول والظهران مول وفي شبين مصرين بدوامه فترتين لكن جدا متعاونين ومحترمين ونظيف المدخل والغرف والمواقف ممتازة انا صراحة جدا جدا مبسوط. ﻻ يوجد فطور وعملت طلب من مطعم بابايز وماوصل إلى اﻻن يعني طلبات المطاعم تتأخر بس توصل,"""Excellent"". Magnificence explicitly and very excellent and very close to Al Rashed Mall and Dhahran Mall and in Shebin insisting two but very to be ongoing cooperative and respectful, clean the entrance and the rooms are excellent and the positions I am frankly very Mabsout. No breakfast served request from Papaaz and Maousel restaurant now means to be delayed requests for restaurants reach Bs"
2904680217,FALSE,finalized,3,12/23/2020 5:55:46,helpful,1,,121042,“فندق أكثر من رائع”. الخدمة جدا ممتازة، مكان مريح وجميل، شكر خاص للمضيفة Zaara.,"""More than a great hotel."" Excellent service is very, comfortable and beautiful place, a special thanks to the hostess Zaara."
2904680218,FALSE,finalized,3,12/23/2020 5:56:22,somewhat_helpful,0.3333,,117713,“فندق سي للغاية”. فندق سي للغاية. كل شي في الفندق عفن,"""Si Hotel too."" C Hotel too. Everything in the hotel rot"
2904680219,FALSE,finalized,3,12/23/2020 5:56:22,somewhat_helpful,0.3333,,22047,“رووقان”. الموقع - النظافه - الاستقبال. المصاعد قليله - السعر مبالغ فيه - مواقف السيارات بفلوس ٠,"""Rooukan"". Location - Janitorial - Reception. Lifts a few - price exaggerated - parking Bwlos 0"
2904680220,FALSE,finalized,3,12/23/2020 5:56:22,somewhat_helpful,0.3333,,7291,“الوقت الذي مكثته في هذا المكان خسارة وقت بكل المقاييس”. لاشيئ. عدم مصداقية في التعامل رائحة كريهة واقرب ماله مقهى للشيش والأثاث سيئ والسرر بعضها حديد من العهد الفرعوني والكراسي تتأرجح وخدمة النت سيئة للغاية وبشكل عام لايستحق المبلغ الذي تم دفعه وبإذن الله لن أعود إليه ثانيةً .,"""The time that Mktth in this place loss time by all standards."" nothing. The lack of credibility in dealing foul smell and the nearest money cafe shish furniture bad and some of the harm iron from the Pharaonic era and chairs swing and service net is very bad and generally worthy of the amount paid and God willing, will not go back to him again."
2904680221,FALSE,finalized,3,12/23/2020 5:56:22,somewhat_helpful,0.6667,,85739,“سعر الفندق غالي”. . سعر الفندق مبالغ فيه جداً,"""The hotel price expensive."" . The hotel price very exaggerated"
2904680222,FALSE,finalized,3,12/23/2020 5:57:02,helpful,1,,109068,“اقامة جيده وانصح به واتمنى اخذ ملاحظاتي بشكل جدي”. موقع الفندق ممتاز وكذلك تعامل الاستقبال راقي للغاية ومطعم الفندق ممتاز. عدم تنظيف الغرفة والحمام بالشكل المطلوب,"""A good stay and I would recommend it and I hope to take my comments seriously."" The hotel location is excellent and well treated very sophisticated reception and the hotel restaurant is excellent. Not to clean the room and the bathroom as required"
2904680223,FALSE,finalized,3,12/23/2020 5:57:02,somewhat_helpful,0.6667,,103499,“ضعيف جدا”. . كل شي في الفندق لم يعجبني ابدا ضعيف من كل النواحي,"""Very weak"". . Everything in the hotel has never been weak in all respects like"
2904680224,FALSE,finalized,3,12/23/2020 5:57:02,somewhat_helpful,0.3333,,159274,“مقبول”. الموقع. اي شي اطلبه غير موجودالاكل اطلب مشوي يرسلوا لي مقلياخر يوم طلبت منهم تاكسي للمطار قالو لي ماعندنا الخدمه انت تروح لاخر الشارع وانتظر للتكسي الفندق تحت ادارة ثاتيه لكسب اكبر مبلغ لو كان تحت ادارة شركه كانت الخدمه افضل,"""Acceptable"". Location. Anything I'm asking is Mugodalacl ask me send roast Mkulaiakhar day I asked them a taxi to the airport they said to me Mandna service you last go to a street and wait for a taxi under the management of the hotel Thatah the largest amount to gain if the company under the management of the service was better"
2904680225,FALSE,finalized,3,12/23/2020 5:57:02,helpful,0.6667,,22490,ممتاز. مكان واسعكل عائله تاخذ راحتها في هالمنتجع. البوفيه يكون افضلفي الصيف يحتاج المكان لمظلات و رذاذ ماء,Excellent. Place Asekl family take comfort in Halmentdja. The buffet is Avdilvi summer place needs to umbrellas and spray water
2904680226,FALSE,finalized,3,12/23/2020 5:57:42,helpful,1,,144157,استثنائي. الفندق ممتاز النظافة جيدةقريب من المطارمناسب للعائلات.,Exceptional. The hotel cleanliness is excellent Gidhgarib of Almtarmenasp for families.
2904680227,FALSE,finalized,3,12/23/2020 5:57:42,helpful,0.6667,,74330,حسن. الموقع وخدمة صف السيارات بالاضافه الي الطاقم. في البداية تم اعطائي غرفة صغيره جدا وحمام الغرفه للاسف غير نظيف وفيما بعد تم استبدال الغرفه بعد ان تم ابلاغ موظف الاستقبال,"Hassan. Site and valet parking service in addition to the crew. At first I was given a very small room and bath room, unfortunately, it is clean and later was replaced by the room after it was informed of the receptionist"
2904680228,FALSE,finalized,3,12/23/2020 5:57:42,helpful,0.6667,,112149,“الموقه جداً ممتاز”. 1- القرب من الحرم النبوي2- وجود موقف للسياره3- الغرف نظيفه ورائعه والتنظيف يوميا. الغرفه كانت مطله على الساحه وكان اصوات الاسيارات والمنادين من سائقين التكاسي مزعج حيث انهم كانو يستخدمون مكبرات الصوت,"""Very Mogah excellent."" 1. Proximity to campus Allenboa2- the existence of the position of the Searh3- rooms are clean and wonderful cleaning every day. The room was overlooking the scene and the voices Alasearat and advocates of drivers annoying Altkasa where they were using loudspeakers"
2904680229,FALSE,finalized,3,12/23/2020 5:57:42,somewhat_helpful,0.3333,,214177,“تجربه غير  جيده”. لا شئ. طلب مني الخروج الساعه 2 هذا أكثر شئ ازعجني وتم رفع سعر الاقامه مرتين أثناء إقامتي وهذا شئ غريب كما لا يوجد خدمه غرف ولا يستحق هذا التصنيف إذ كان حقيقي,"""The experience is good."" nothing. Asked me to go out at 2 this more thing bothered me was to raise the price of accommodation twice during my stay and this strange thing as there is no room service is not worth the rating as it was a real"
2904680230,FALSE,finalized,3,12/23/2020 5:58:22,unrelated,0.3333,,77727,استثنائي. الموقع.,Exceptional. Location.
2904680231,FALSE,finalized,3,12/23/2020 5:58:22,somewhat_helpful,0.6667,,74318,مرضي. . التأخير في وقت الدخول,Patients. . Delays at the time of entry
2904680232,FALSE,finalized,3,12/23/2020 5:58:22,helpful,1,,31764,ممتاز. اشكر المدير التنفيذي ابو احمد على حل جميع العقبات التي واجهتنا حيث عمل لي اب قريد فعلاً الرجل المناسب في المكان المناسب .اشكر صاحب الفندق على اعطاء هذا الرجل الصلاحية فيما يخدم فندقه. اي شئ يهون طالما يوجد من يحل جميع الأشكالات,"Excellent. I thank the Executive Director of Abu Ahmed, all the obstacles that we have encountered, where he worked for me in August Uncooked really the right man in the right place to resolve .ahkur the hotel owner to give this man the authority to serve the hote. Anything as long as there pales to solve all problems"
2904680233,FALSE,finalized,3,12/23/2020 5:58:22,helpful,0.6667,,166952,“الرفاهيه بمعناها الحقيقي”. الموقع والنظافه وحسن الاستقبال. ارتفاع السعر مقارنة بالجوار,"""Well-being in its true sense."" Location, cleanliness and good reception. High price compared to nearby"
2904680234,FALSE,finalized,3,12/23/2020 5:59:18,helpful,1,,128907,جيد جداً. 1. القرب من المسجد النبوي2. الافطار جيد. 1. عدم توفر مواقف سيارات2. قلة موظفي الاستقبال وخاصة في اوقات الخروج (تشك اوت),"very good. 1. Proximity to the Prophet's Mosque 2. Breakfast is good. 1. The lack of parking 2. Lack of reception staff, especially in times of going out (Chuck Out)"
2904680235,FALSE,finalized,3,12/23/2020 5:59:18,somewhat_helpful,0.6667,,144612,جيد. . بركة السباحة مغلقة,good. . Swimming pool closed
2904680236,FALSE,finalized,3,12/23/2020 5:59:18,somewhat_helpful,1,,88518,مقبول. . اهم نقطتينمكيف الغرفة تبريده ضعيف جداارضية الحمام تحتاج نظافة اكثر,Acceptable. . The most important Nqttinmkev room cooled weak Jaddaardah bathroom cleaner need more
2904680237,FALSE,finalized,3,12/23/2020 5:59:18,helpful,0.6667,,81811,حسن. طاقم الاستقبال الموظفات الفلبينات تعاملهم افضل من موظفي الاستقبال المصريينموظفين الامن ودوديين جدا. رائحة الطبخ في منطقة المسبح قوية جدا,Hassan. Reception staff employees Filbanat treat them better than the reception staff are very Almsrienmozvin security Dodian. The smell of cooking in a very strong pool area
2904680238,FALSE,finalized,3,12/23/2020 6:00:01,helpful,1,,31588,“جيد لمن يبحث عن الهدوء والقرب من الاسواق”. الموقع ممتاز ومريح بعيدا عن الازعاج. الانترنت سيء جداموظف الاستقبال غير متعاون خصوصا اني مسافر عن طريق السيارة وكان وصولي صباح الخميس الساعه السابعه لكنه طلب دفع مبلغ نصف يوم لان تسجيل الدخول الساعه 2:00,"""Good for those looking for tranquility and proximity to markets."" The location is excellent and comfortable away from the hassle. Internet bad Jaddamozv uncooperative reception I especially traveling by car was arriving Thursday morning, seven o'clock, but asked to pay the amount of half a day because the log at 2:00"
2904680239,FALSE,finalized,3,12/23/2020 6:00:01,unrelated,0.3333,,77018,استثنائي. الموقع ممتازالهدوء.,Exceptional. Site Mmtazagu.
2904680240,FALSE,finalized,3,12/23/2020 6:00:01,somewhat_helpful,0.3333,,78618,“يعني بالمجمل المكان كثثير مظلوم ببعض الاساسيات المهمله للاسف ...!!!”. المكان - الامان - الشرفه جداً رائععععععه والموقع جداً حلووو وقريب لدبي مول جداً والبوليفارد. عدم عدددم النظافه مطلقاً( اول ما عملت تشك ان دخلت الشقه الارض متسخه الحمامات صراصير الارضيات بالعموم جدا متسخه ),"""In total means the place Kttar oppressed some of the basics sadly neglected ... !!!"". Place - safety - very balcony very Raiaaaaaah location Halowo close to Dubai Mall and the very boulevard. Non-Adddm Janitorial at all (what worked the first suspect entered the apartment that dirty ground floor bathrooms Cockroaches very dirty peek)"
2904680241,FALSE,finalized,3,12/23/2020 6:00:01,somewhat_helpful,0.3333,,209039,“خدمة ايقاف السيارات”. الموقع النظافه وسع الغرفه الحمام التقنية الحديثه مرافق الفندق. خدمة ايقاف السيارات سيئه جداً جداً جداً جداً تاخذ لك اكثر من ربع الي نص ساعه لين تجيك السياراة لازم يشوف حل او يخلونا نوقف سياراتنا بنفسنا,"""Stop car service."" Janitorial site expanded room hotel bathroom modern technical facilities. Stop service cars are very very very very bad take you more than a quarter of an hour to the text of Lin Tjak the cars Ischof necessary solution or Akhllona stop our cars Bnevsna"
2904680242,FALSE,finalized,3,12/23/2020 6:00:27,somewhat_helpful,0.3333,,218682,“فندق ٣ نجوم”. قرب الموقع من الحرمبوفية الافطار متنوع. تجربة سيئة جداً. خلال ٣ ليال اقامتي في الفندق لم استطع النوم لوجود اصوات من الغرفة المجاوره واستمرار الازعاج ليلاً ونهاراً وابلاغي لمكتب الاستقبال لم يتخذ اي اجراء,"""3 star hotel."" Near the site of a varied breakfast Aharmpovih. A very bad experience. During my stay 3 nights at the hotel I could not sleep because of the voices from the next room and the continuation of the hassle of the day and night and inform me of the reception desk did not take any action"
2904680243,FALSE,finalized,3,12/23/2020 6:00:27,unrelated,0.6667,,145931,“لتمشيه الحال”. لا يوجد.,"""The case is consistent."" There is no."
2904680244,FALSE,finalized,3,12/23/2020 6:00:27,unrelated,0.3333,,139625,“ممتاز”. . لاشئ,"""Excellent"". . nothing"
2904680245,FALSE,finalized,3,12/23/2020 6:00:27,helpful,1,,29368,“فندق رائع”. فندق رائع عائلي فطور ممتاز العاملين متميزينالنظافه ممتازةالشكر والتقدير والاحترام للموظفة اسماء على أخلاقها العاليه والاحترافية وتفانيها في الخدمة والمساعدة وكذلك الموظف اندريو على مساعدته وخدمته المتميزة ومسؤولهم فرناديوا.,"""Wonderful hotel."" Fantastic Hotel Family Breakfast Excellent Emtemizinalnzafh Mmtazhalchukr workers, appreciation and respect for the employee names on her character and professionalism by high and dedication in the service and assistance, as well as employee Andrew to help him and his distinguished service and Msaolhm Fernadioa."
2904680246,FALSE,finalized,3,12/23/2020 6:01:06,somewhat_helpful,0.3333,,35539,“لاانصح بزيارته”. الافطار. خدماتهم عدم توفر الامام في الابواب عدم وجود خدمه مساعده في تقل الاغراض عدم وجود اماكن ترفيه عدم نظافه الامان العامه,"""To Aansah visit him."" the breakfast. Their services is not available in front doors lack of service assistant at less purposes the lack of places of entertainment not clean the public safety"
2904680247,FALSE,finalized,3,12/23/2020 6:01:06,somewhat_helpful,0.3333,,101492,“زيارة غير ما كنت متمني”. الاستقبال الجيد. انقطاع الماء واضطراري للانتظار اكثر من ساعة وكان وقت الصلاة سيخرج ارتفاع اسعار الخدمات بشكل مبالغ فيه كالمصبغة وخدمة الغرف,"""The visit is not what you wannabe."" Good reception. Interruption of water and forced to wait for more than an hour and the prayer time will come out of the high prices of services excessively in which Kalmsbgh and room service"
2904680248,FALSE,finalized,3,12/23/2020 6:01:06,helpful,0.6667,,123489,استثنائي. the Room very good abd nice.,Exceptional. the Room very good abd nice.
2904680249,FALSE,finalized,3,12/23/2020 6:01:06,somewhat_helpful,1,,220506,مرضي. . التأخير في تلبية الطلبات رغم سهولتها مثل فيش(توصيلة) للأجهزة أو إحضار جهاز الكوي انتظرت أكثر من نص ساعة !!!,Patients. . Delays in meeting the demands despite the ease of such fish (connections) devices or bring Alcoy device waited more than an hour text !!!
2904680250,FALSE,finalized,3,12/23/2020 6:01:39,helpful,0.6667,,102836,جيد. قريب من جميع الاماكن السياحيه. التكييف,good. Close to all tourist places. Air conditioning
2904680251,FALSE,finalized,3,12/23/2020 6:01:39,somewhat_helpful,0.6667,,6057,“ممتاز”. الهدوء. تكرار الفطور,"""Excellent"". Calm. Repeat breakfast"
2904680252,FALSE,finalized,3,12/23/2020 6:01:39,somewhat_helpful,0.6667,,102191,“love H”. . يوجد باب بين غرفتي والغرفه التي بجانبي,"""Love H"". . There is the door between my room and the room next to me that"
