_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,no,review,helpfulness_gold,rating,ratings_combined
2892106133,False,finalized,3,12/10/2020 23:02:03,helpful,1.0,137771,“اسوء فندق ..”. مافيه شي عجبني للاسف. الفندق سيء النظافة سيء الخدمة حرام عليهم ١٠٪‏ سسسسيء الحمامات فيها روايح وبنات الليل قدام الفندق واشكال مقززة مع اننا قلنا مالنا دخل بأحد لما حجزنا بس اللي شفناه تو متش  .. مدخل الفندق مب واضح ومافيه لوحة ولا شي .. وفي الدخول لطعونا للساعة ٥ العصصصر مع اننا جيناهم ١:٣٠ الظهر ..  جاي معانا رجال كبير بالعمر عمره فوق ال٦٠ مسكين لطعوه وقفوه ع الريسبشن اكثر من ساعة ونص !! مافيه احترام للنزلاء ولا اهتمام ولا مراعاة .. نصيحة لحد يسكنه,,2,neg_rating
2892106134,False,finalized,3,12/10/2020 23:02:06,helpful,0.6604,200332,“جميل ورائع ونظيف”. . بالنسبه للسرير الاضافي كان قمه بالصلابه . الرجاء الاهتمام ووضع مراتب مريحه للسرير الاضافي,,5,pos_rating
2892106135,False,finalized,3,12/10/2020 23:02:06,helpful,1.0,153224,“اول تجربة”. -سعره وقرب موقعه-الخدمات الموجودة في الغرفه قد لاتجدها في فندق آخر(غسالة ملابس، مكوى،...). -تسجيل الدخول يأخذ وقت طويل ومزعج.-التكييف لا يعمل بكفائه.-هناك نوعية من النزلاء الهمجيين وتجدهم في اللوبي بأثواب النوم!!,,3,neutral_ratings
2892106136,False,finalized,3,12/10/2020 23:02:06,helpful,0.6604,567,استثنائي. كل شي. لا شي,,5,pos_rating
2892106137,False,finalized,3,12/10/2020 23:02:06,helpful,0.6604,134040,“الزين ما يكمل حلاه”. الخدمة والاستقبال ممتازة. الاتصال وطلب الخدمات يأخذ وقت حتى يرد لدرجة انك تحس نفسك بتكلم STCومافي واي فاي مجاني في كل الفندق وترى الناس بطلت تستخدم الايثرنت,,4,pos_rating
2892106138,False,finalized,3,12/10/2020 23:03:16,helpful,1.0,196494,“قمة في الراحة والنظافة”. الفلل تصميم رائع ومريح و نظيفه وموقع جدا رائع قريب من الشاطئ وفي مكان راقي جدا من جدة استقبال في قمة الاحترام والذوق وخصوصا من الأخ فهد الهقاص. أتمنى ان يستمر هذا الرقي من أفضل لأفضل في المستقبل,,5,pos_rating
2892106139,False,finalized,3,12/10/2020 23:03:16,helpful,1.0,64553,ضعيف. . Bad staff '  specialty someone in front desk named Abdullah he was so bad.تعامل سئ من العاملين في الاستقبال خصوصاً السعودي عبدالله متحايل جداً.  لايصلح ابداً الى كخيار أخير . سرير النوم مزري وعلية أثر صبغ جدران!!؟,,2,neg_rating
2892106140,False,finalized,3,12/10/2020 23:03:16,helpful,1.0,89525,“الفندق المثالي”. فندق رائع، كل شي في هذا الفندق مميّز، طاقم مواقف السيارات، الإستقبال، خدمات الغرف، النظافة، المسبح ، النادي الصحي، التصميم ، الهدوء، موقعه ملاصق للمترو، يستحق سيارته مرة أخرى.. لا شيء,,5,pos_rating
2892106141,False,finalized,3,12/10/2020 23:03:16,helpful,0.6765,55643,"مرضي. Location , clean. عدم اهتمام من الموظفين او زيادة عن طاقتهم الاستيعابيةEmployees lost thier passion",,3,neutral_ratings
2892106142,False,finalized,3,12/10/2020 23:02:58,helpful,0.6604,140378,استثنائي. الموقع - الاستقبال وخاصة الأخ حسن - النظافة -المسبح- الجاكوزيكل شي جميل في الفندق. ,,5,pos_rating
2892106143,False,finalized,3,12/10/2020 23:02:58,helpful,0.6604,141661,استثنائي. اعجبني نظافه الغرفه ونظافة الممرات والتعامل الممتاز من الاستقبال مع الشكر والتقدير لهم وايضا شكري وتقديري وامتناني الى الاستاذ عبدالله الزهراتي وطاقم الفندق. ,,5,pos_rating
2892106144,False,finalized,3,12/10/2020 23:02:58,helpful,0.6604,182352,مرضي. الطعام و الموقع و خدمة المطعم ممتازه. موظفي الاستقبال خدمتهم بطيئه و سيئه,,3,neutral_ratings
2892106145,False,finalized,3,12/10/2020 23:02:58,helpful,0.6604,144959,"“ممتعة”. ابتسامة الموظفينكان في خلل في حجزي, ولما وصلت أعطوني غرفة أعلى من حجزي بنفس المبلغ. ",,5,pos_rating
2892106146,False,finalized,3,12/10/2020 23:03:50,helpful,0.6604,129237,ضعيف. . النظافة ليست كافية وليست على المستوى المطلوب والحمامات يريد لها تغيير,,2,neg_rating
2892106147,False,finalized,3,12/10/2020 23:03:50,helpful,0.6604,168226,مرضي. كل شي. الحمام يحتاج تنظيف وتجديدالسعر عالي,,3,neutral_ratings
2892106148,False,finalized,3,12/10/2020 23:03:50,helpful,0.6604,22281,“جيد ولكن سيء”. الموقع مميز جداالتكييف ممتاز. الاستقبال كان سيء جدا جداالمواقف ليست مجانيةالانترنت ليس مجانيلايوجد سخان (ماء حار)صور الغرف اجمل من الحقيقة بفارق شاسع جدا,,3,neutral_ratings
2892106149,False,finalized,3,12/10/2020 23:03:50,helpful,0.6604,24456,“لابأس به”. خدمة موظفي الاستقبال السريعه. النظافة ليست جيدة ووجود روائح في الحمام,,3,neutral_ratings
2892106150,False,finalized,3,12/10/2020 23:04:26,helpful,1.0,62634,جيد جداً. الموقع ممتاز بس والشاطئ وحمام السباحه ممتاز. بعض من خدمة العملاء مثلا الميني بار لأي نزيل مع أني لم اطلبه وخلال إقامتك طلبت ازالته وكل مره يوعده بالازالته ولكن الي يوم الخروج لم يأتي احد..,,4,pos_rating
2892106151,False,finalized,3,12/10/2020 23:04:26,helpful,1.0,49038,“ممتاز”. ممتاز. ,,4,pos_rating
2892106152,False,finalized,3,12/10/2020 23:04:26,helpful,1.0,224,“النظافة اهم شي في الاقامه”. فندق نظيف. ,,4,pos_rating
2892106153,False,finalized,3,12/10/2020 23:04:26,helpful,1.0,51844,“جيد”. العاملين و الاهتمام. النظافة و السعر,,4,pos_rating
2892106154,False,finalized,3,12/10/2020 23:04:25,helpful,0.6604,38146,مرضي. . وجود روائح كرية بالممراتمغسلة الحمام بالغرفةأثاث دون المستوى وديكور غيرمتناسق بتاتاً,,3,neutral_ratings
2892106155,False,finalized,3,12/10/2020 23:04:25,not_helpful,0.3396,167148,“رائعه”. كل  شي. ولا شي,,4,pos_rating
2892106156,False,finalized,3,12/10/2020 23:04:25,helpful,0.6604,172439,ممتاز. الموقع ، الواي فاي ، النظافه ، الاستقبال. ,,5,pos_rating
2892106157,False,finalized,3,12/10/2020 23:04:25,not_helpful,0.3396,72979,“رحلة عمل”. . المكيف صوته مزعج بالرغم ان المروحه على اقل درجه,,4,pos_rating
2892106158,False,finalized,3,12/10/2020 23:05:13,helpful,0.6604,40724,مرضي. . وصلت الفندق الساعه الرابعه صباحا يوم الجمعه 2 ابريل واستغرق الامر ساعه امام موظفى الاستقبال للصعود للغرفه لانهم ادعوا بانه لايوجد حجز لكن تم حل المشكله بعد الاتصال ببوكينج مرتين.,,3,neutral_ratings
2892106159,False,finalized,3,12/10/2020 23:05:13,helpful,0.6604,132918,جيد. الموقع جميلخدمة الباصات ٢٤ ساعةالإفطار جيد و مجاني. السعرالنظافة لا تليق بفندق ٤ نجوملا تتوفر جميع الخدمات فقط مقتصرة على شامبو و صابون و كريم,,4,pos_rating
2892106160,False,finalized,3,12/10/2020 23:05:13,helpful,0.6604,159630,“إقامة مريحة...”. الإفطار جميل ومناسب. يجب وضع جميع مستلزمات الغرفة بدون الحاجة إلى طلبها مثل الحذاء..الفرشاة والمعجون. ..لأني قمت بقلبها واحضروها ..,,4,pos_rating
2892106161,False,finalized,3,12/10/2020 23:05:13,helpful,0.6604,62319,“خدمه رائعه وسعر جيد ومستوى عالى ونظافه ممتازه”. كل شى جميل فى الفندق. العنوان يحتاج للتوضيح بشكل صحيح على بوكنق,,5,pos_rating
2892106162,False,finalized,3,12/10/2020 23:05:08,helpful,1.0,75994,“موقع ممتاز وخدمة فوق رائعة”. سرعة انجاز دخول الفندق /سلاسة الموظفين. لا يوجد خدمة حمل الاغراض للغرفة,,5,pos_rating
2892106163,False,finalized,3,12/10/2020 23:05:08,helpful,1.0,170394,“الفندق عموما جيد”. قربه من الاسواق خدمة الطعام في الغرف جيدة وسريعة. فندق للعزاب ولا يصلح للعوايل عمال نظافة الغرف يحاولون الاقتصاد يقننون وضع المناديل في الغرف عدم وجود حذاء الحمام وروب حمام رائحة دواء الغسيل شديدة في الملابس من مغسلة الفندق نظافة الغرف جيدة لاتحاول التاخر في الخروج عن الساعة الثانية فهم لايتفاهمون في موعد الخروج,,4,pos_rating
2892106164,False,finalized,3,12/10/2020 23:05:08,helpful,1.0,123980,“الادارة الفاشلة السيئة”. . اولا الاستقبال سيء جدا والموظف تعاملة سيء للغاية والحجز الذى درتة لما وصلت الاوتيل قال لية مافى غرفة فردية تاخد غرفة زوجى والازعاج كتير بالاوتيل وتنظيف الغرف شيء 3 ليالى ماعملو اى نظافة للغرفة الجمالى لايصلح للتعامل ولا السكن بة,,1,neg_rating
2892106165,False,finalized,3,12/10/2020 23:05:08,helpful,1.0,163724,جيد. مكانه قرب الاسواق و الشاطى. خدمة الواي فاي في الغرف  ضعيفه جدا,,4,pos_rating
2892106166,False,finalized,3,12/10/2020 23:05:45,helpful,1.0,217256,“ابتسامة ورفاهية”. أعجبني موقع الفندق والنادي الصحي وابتسامة الموظفين. لا شي,,5,pos_rating
2892106167,False,finalized,3,12/10/2020 23:05:45,helpful,1.0,115534,رائع. فندق ممتاز وخاصه لكبار السن لان قريب جداً افضل من الابراج. لاشي,,4,pos_rating
2892106168,False,finalized,3,12/10/2020 23:05:45,helpful,1.0,147136,رائع. قريب جدا من الحرم نظيف للغايه جديد غرفه ممتازةسعره رائع جدا جدا بالنسبه لمكانه وقربه من الحرم ونظافة المكان انا استمتعت بيه جدا بالاخص انه من ناحية باب السلام. ,,4,pos_rating
2892106169,False,finalized,3,12/10/2020 23:05:45,unrelated,0.6609,166175,“رحلة من أجل العلاج”. المكان بجوار مستشفى الملك فيصل التخصصي، طاقم العمل، الفطور، تعونهم معي عند حدوث أزمة مرضية لأخي. المواقف ليسة كافية وهي على الشارع,,5,pos_rating
2892106170,False,finalized,3,12/10/2020 23:36:34,helpful,0.6558,135867,“اسواء اقامه”. موقعه على مجمع الريدسي الفطور متنوع. تعامل الموظفين ونظافه الغرف,,2,neg_rating
2892106171,False,finalized,3,12/10/2020 23:36:34,helpful,0.6558,131872,“مخيب للآمال”. الفندق  جديد. الموقع  الأكل التعامل  المواصلات,,2,neg_rating
2892106172,False,finalized,3,12/10/2020 23:36:34,unrelated,1.0,163808,“اجمل الموجود قرب مول الراشد”. جميع ما ترغب موجود. لا شيء,,5,pos_rating
2892106173,False,finalized,3,12/10/2020 23:36:34,helpful,0.6558,217323,استثنائي. الطاقم وحسن الاستقبال. ,,5,pos_rating
2892106174,False,finalized,3,12/10/2020 23:06:38,helpful,1.0,80853,“يستاهل التجربه”. اللي استقبلنا صواحه نسيت اسمه بس هو مصري ماشاء الله عليه قمه في الاخلاق والادب ودفعت مبلغ زياده على القيمه المطلوبه ورجعوه لي جداً تعامله جميل ومحترم والغندق قريب جداً من المارينا مول وقريب من مطاعم حلوه ينفع للي يحب مكان هادىء وحلو و قريب من كثير اماكن حلوه انصح العوايل فيه بس احجزو بدري. لم يعجبني طاقم التنظيف كانوا كل ما طلبت شي ما يجيبونه واروح وارجع ما كأنهم نظفو قيمة السكن بالنسبه للفندق مرتفعه شوي بالنسبه لي,,4,pos_rating
2892106175,False,finalized,3,12/10/2020 23:06:38,helpful,1.0,30026,“مريح”. الغرف واسعة ، مطبخ جميل ، غسالة ملابس ، بشاشة الموظفين ، حسن الاستقبال والتعاون المرن من ادارة الفندق ، مواقف مجانية. اكثر من مرة اسكن في هذا الفندق لاعجابي به ، ولكن في المرة الاخيرة اعتقد انه بحاجه الى تجديد اثاث ، فالاثاث الموجود حالياً لا يعكس الصورة الجميلة لهذا الفندق ، وشكراً,,5,pos_rating
2892106176,False,finalized,3,12/10/2020 23:06:38,helpful,0.6558,109488,استثنائي. الذى أعجبنى جودة الأكل أثناء الافطار فى شهر رمضان الكريم. لا يوجد تنسيق بين موظفي الاستقبال والمحاسبين حيث تم تاخيرنا عند الوصول لأن موظف الاستقبال ليس لديه علم بأنه تم الدفع من قبلنا مسبقا,,5,pos_rating
2892106177,False,finalized,3,12/10/2020 23:06:38,helpful,0.6558,146197,“فندق عادي”. كثرة الأسرة. النظافة سيئة ولايوجد إهتمام بالمنظر العام والباص يسافر للحرم,,3,neutral_ratings
2892106178,False,finalized,3,12/10/2020 23:07:50,helpful,0.6558,134496,“إيلاف بكه في راحة معتمرين مكه”. الاستقبال وحسن المظهر. الرائحة غير مناسبه جدا في الفندق فهي كريهة وخدمة الواي فاي سيئة جدا وعدم نظافة طاولات الكفي وكثرة الذباب في الاستقبال والكفي,,3,neutral_ratings
2892106179,False,finalized,3,12/10/2020 23:07:50,helpful,0.6558,143975,“فلورا كريك رائع”. مكان اقامة رائع جدا قريب من المطاعم ومحطة المترو كلها دقائق سيرا على الاقدام .اسعارهم مرتفعة بس يستاهلون .. ,,4,pos_rating
2892106180,False,finalized,3,12/10/2020 23:07:50,helpful,0.6558,86021,“جيد جدا بالنسبة للثمن”. قائمة الافطار جيدة و متنوعة و طاقم العمل ممتاز اختيار ممتاز اذا كنت تقضي معظم يومك خارج الفندق حيث ان الخدمات الترفيهية داخل الفندق متواضعة. ,,5,pos_rating
2892106181,False,finalized,3,12/10/2020 23:07:50,helpful,0.6558,113258,“إقامة ممتعمه ومريحة وخدمات ممتازه”. فندق ممتاز في جميع الخدمات المقدمة للنزلاء. لا شيء,,5,pos_rating
2892106182,False,finalized,3,12/10/2020 23:08:29,helpful,0.6558,118434,“ممتاز”. موظفة علاقة العملاء رباب تعاملها رائعحجزت غرفه عاديه و حصلت على ابقراد لجناح. ,,5,pos_rating
2892106183,False,finalized,3,12/10/2020 23:08:29,helpful,1.0,105403,“شقق فندقيه راقيه”. الفندق بنظام الشقق الفندقيه ويحتوي على مطبخ مجهز بالكامل من فرن وثلاجه ومغسلة ومناسب لسكن العائلات اثاثه نظيف وراقي جدا. يقع الفندق بالقرب من دبي مول في منطقه ابراج قيد الانشاء يحتاج إلى فتره حتى يتم الانتهاء من المشاريع المعماريه المحيطه وتوصيله بشارع دبي مول حتى يصبح افضل,,5,pos_rating
2892106184,False,finalized,3,12/10/2020 23:08:29,helpful,0.6558,26030,مرضي. قربها من الحرم. صغر المطعم  والزحام فيهلا يوجد مواقف للسياراتموظفي الاستقبال غير بشوشينالتقيد بوقت الدخول الساعة الرابعة مع الامكانية الدخول قبل لان الغرقه فاضيةصغر الغرفة والاثاث قديم عدم تلبية الطلبات إلا بعد الإلحاح عليهم.,,3,neutral_ratings
2892106185,False,finalized,3,12/10/2020 23:08:29,helpful,0.6558,24284,“لا أنصح بغرفة سرير كنج”. طاقم الموظفين بالاستقبال والعاملين ممتازين الإفطار متنوع ويحتاج إضافة أصناف إضافية. أخذت غرفه سرير كنج أقل مواصفات من غرفه  سريرين مفرده لا يوجد تسريحه ولا مكتب وموجود كرسي واحد والثلاجه مكشوفة ومترهله و الغلايه فوق الثلاجة.,,4,pos_rating
2892106186,False,finalized,3,12/10/2020 23:09:16,helpful,1.0,60906,“فندق رائع وجميل للاقامة”. وجبة العشاء كانت رائعة وجميلة الكفتة وشوربة العدس والتريو اللبناني والهدوء بالمكان. كل شي كان جيدا وحتى عندنا اخطاوء في وجبة الغداء بادر الشيف بالاعتذار بكل رحابة صدر,,5,pos_rating
2892106187,False,finalized,3,12/10/2020 23:09:16,helpful,1.0,164086,“هو مناسب للعائلات وموقعه جيد وذلك لسهوله الحصول على وسيله مواصلات”. اسعار الطعام مرتفعه اضعاف ما هو متوفر خارج الفندق. ليس هناك ميزة للعميل الذى يتكرر نزوله في الفندق اغلب الحمامات لها رائحه قوية ووجود تسريب في انابيب الماء الموكيت في بعض الشقق مستهلك وله رائحة غير مقبوله,,3,neutral_ratings
2892106188,False,finalized,3,12/10/2020 23:09:16,not_helpful,0.3442,116520,ممتاز. . لايوجد مواقف السيارات,,5,pos_rating
2892106189,False,finalized,3,12/10/2020 23:09:16,helpful,0.6558,92562,جيد. . التأخير في التسكين و الذي استمر لأكثر من ساعة رغم الحجز المسبق و كذلك عند عمل تشك أوت.,,4,pos_rating
2892106190,False,finalized,3,12/11/2020 04:55:04,helpful,0.6599,23726,“2 من 10”. موظف الاستقبال الأسمري يهددني إذا لم أخرج بعد 12 ودقيقه يحسب علي يوم ويخصمه من الكردد كارت وطلبت سندوتشات سفري جلست 35 دقيقه ولم تأتي بعدما خرجت للأسف سي جدا جدا. الفرش والأثاث وموظف الإستقبال الأسمري,,1,neg_rating
